Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2016, тыс. рублей;Март, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
522;10;Приобье;537;Ханты-Мансийский АО — Югра;1 628 151,00;1 646 998,00;-18 847,00;-1,14
523;12;Спутник;1071;Оренбургская обл.;1 607 769,00;1 615 142,00;-7 373,00;-0,46
524;3;Сельмашбанк;106;Ростовская обл.;1 603 661,00;1 690 155,00;-86 494,00;-5,12
525;11;ИК Банк;1732;Татарстан;1 596 297,00;1 611 138,00;-14 841,00;-0,92
526;8;Тагилбанк;1635;Свердловская обл.;1 593 374,00;1 619 105,00;-25 731,00;-1,59
527;-22;РФИ Банк;3351;Москва и обл.;1 581 281,00;2 027 487,00;-446 206,00;-22,01
528;1;Мострансбанк;2258;Москва и обл.;1 579 069,00;1 673 478,00;-94 409,00;-5,64
529;-1;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 557 114,00;1 675 739,00;-118 625,00;-7,08
530;18;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 546 351,00;1 485 881,00;60 470,00;4,07
531;10;Икано Банк;3519;Центр;1 539 487,00;1 517 730,00;21 757,00;1,43
532;17;Арзамас;1281;Нижегородская обл.;1 502 407,00;1 479 211,00;23 196,00;1,57
533;6;Алтынбанк;2070;Татарстан;1 486 976,00;1 544 168,00;-57 192,00;-3,70
534;13;Калуга;1151;Калужская обл.;1 481 695,00;1 487 301,00;-5 606,00;-0,38
535;5;Вэлтон Банк;1105;Белгородская обл.;1 470 407,00;1 530 706,00;-60 299,00;-3,94
536;1;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 465 625,00;1 587 910,00;-122 285,00;-7,70
537;14;Уралфинанс;1370;Свердловская обл.;1 451 929,00;1 463 950,00;-12 021,00;-0,82
538;-8;Сервис Резерв;2034;Москва и обл.;1 448 984,00;1 650 424,00;-201 440,00;-12,21
539;-15;Новый Кредитный Союз;3139;Москва и обл.;1 445 228,00;1 722 279,00;-277 051,00;-16,09
540;5;Саратов;330;Саратовская обл.;1 444 933,00;1 497 050,00;-52 117,00;-3,48
541;5;Пульс Столицы;3002;Москва и обл.;1 442 161,00;1 488 270,00;-46 109,00;-3,10
542;12;Саммит Банк;85;Приморский край;1 431 156,00;1 406 190,00;24 966,00;1,78
543;10;Примтеркомбанк;21;Приморский край;1 423 986,00;1 415 162,00;8 824,00;0,62
544;-2;Кредитинвест;1197;Дагестан;1 423 919,00;1 510 481,00;-86 562,00;-5,73
545;11;Соколовский;2830;Москва и обл.;1 409 692,00;1 374 143,00;35 549,00;2,59
546;-2;Первый Дортрансбанк;3271;Кировская обл.;1 392 039,00;1 500 404,00;-108 365,00;-7,22
547;5;Арсенал;3000;Москва и обл.;1 391 019,00;1 449 764,00;-58 745,00;-4,05
548;2;Инкаробанк;2696;Москва и обл.;1 368 128,00;1 467 230,00;-99 102,00;-6,75
549;10;ГринКомБанк;1184;Иркутская обл.;1 350 749,00;1 360 724,00;-9 975,00;-0,73
550;7;Ноосфера;2650;Республика Алтай;1 336 736,00;1 372 725,00;-35 989,00;-2,62
551;9;Почтобанк;1788;Пермская обл.;1 297 640,00;1 324 402,00;-26 762,00;-2,02
552;18;Новый Промышленный Банк;930;Москва и обл.;1 296 673,00;1 244 488,00;52 185,00;4,19
553;14;Синергия;2884;Саратовская обл.;1 289 612,00;1 282 574,00;7 038,00;0,55
554;9;Тендер-Банк;2252;Москва и обл.;1 277 535,00;1 300 887,00;-23 352,00;-1,80
555;3;Нальчик;695;Кабардино-Балкария;1 274 335,00;1 366 809,00;-92 474,00;-6,77
556;25;Кузбассхимбанк;2868;Кемеровская обл.;1 255 684,00;1 099 059,00;156 625,00;14,25
557;48;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;1 240 144,00;879 406,00;360 738,00;41,02
558;4;Химик;1114;Нижегородская обл.;1 232 008,00;1 304 830,00;-72 822,00;-5,58
559;29;Элекснет;3314;Москва и обл.;1 230 649,00;1 048 696,00;181 953,00;17,35
560;6;Банк МБФИ;2073;Москва и обл.;1 214 526,00;1 292 528,00;-78 002,00;-6,03
561;-18;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 208 267,00;1 509 348,00;-301 081,00;-19,95
562;2;Агора;3231;Москва и обл.;1 207 238,00;1 298 093,00;-90 855,00;-7,00
563;5;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 198 654,00;1 260 588,00;-61 934,00;-4,91
564;7;Невастройинвест;1926;Санкт-Петербург и обл.;1 198 215,00;1 219 828,00;-21 613,00;-1,77
565;19;Космос;2245;Москва и обл.;1 196 768,00;1 073 597,00;123 171,00;11,47
566;8;Финтрастбанк;3104;Москва и обл.;1 171 058,00;1 171 835,00;-777,00;-0,07
567;5;Сталь Банк;2248;Москва и обл.;1 159 317,00;1 191 648,00;-32 331,00;-2,71
568;29;Металлург;2877;Москва и обл.;1 149 147,00;962 366,00;186 781,00;19,41
569;6;Камский Горизонт;2554;Татарстан;1 144 249,00;1 163 696,00;-19 447,00;-1,67
570;8;Финарс Банк;2938;Москва и обл.;1 122 350,00;1 111 055,00;11 295,00;1,02
571;9;Регионфинансбанк;3357;Москва и обл.;1 118 970,00;1 102 146,00;16 824,00;1,53
572;39;Новый Век;3417;Москва и обл.;1 107 738,00;822 545,00;285 193,00;34,67
573;3;Банк РМП;2574;Москва и обл.;1 093 266,00;1 135 694,00;-42 428,00;-3,74
574;3;Курган;2568;Курганская обл.;1 081 783,00;1 133 776,00;-51 993,00;-4,59
575;-2;Москва;1661;Москва и обл.;1 079 084,00;1 186 698,00;-107 614,00;-9,07
576;7;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 079 066,00;1 080 610,00;-1 544,00;-0,14
577;18;Тетраполис;1586;Санкт-Петербург и обл.;1 070 907,00;1 009 117,00;61 790,00;6,12
578;-17;Жилстройбанк;2769;Москва и обл.;1 063 567,00;1 313 679,00;-250 112,00;-19,04
579;14;МТИ Банк;1052;Москва и обл.;1 048 177,00;1 013 291,00;34 886,00;3,44
580;14;Онего;2484;Карелия;1 047 552,00;1 010 377,00;37 175,00;3,68
581;4;ЕАТП Банк;1765;Астраханская обл.;1 047 229,00;1 065 362,00;-18 133,00;-1,70
582;20;Классик Эконом Банк;3298;Северная Осетия — Алания;1 037 280,00;917 519,00;119 761,00;13,05
583;4;Байкалкредобанк;2990;Иркутская обл.;1 032 083,00;1 049 006,00;-16 923,00;-1,61
584;2;Яндекс Банк;3027;Москва и обл.;1 023 058,00;1 050 032,00;-26 974,00;-2,57
585;6;Дон-Тексбанк;1818;Ростовская обл.;1 017 223,00;1 023 992,00;-6 769,00;-0,66
586;-4;Вакобанк;1291;Псковская обл.;1 014 349,00;1 086 080,00;-71 731,00;-6,60
587;30;Русский Банк Сбережений;779;Ставропольский край;1 002 305,00;800 955,00;201 350,00;25,14
588;1;Тексбанк;2756;Карачаево-Черкесия;984 937,00;1 033 969,00;-49 032,00;-4,74
589;-10;Республиканский Кредитный Альянс;3017;Москва и обл.;963 900,00;1 110 318,00;-146 418,00;-13,19
590;11;Русский Финансовый Альянс;2035;Москва и обл.;940 527,00;930 134,00;10 393,00;1,12
591;5;Спецстройбанк;236;Москва и обл.;939 828,00;984 257,00;-44 429,00;-4,51
592;-2;Ресурс-Траст;3122;Москва и обл.;930 777,00;1 024 141,00;-93 364,00;-9,12
593;5;Анелик РУ;3443;Москва и обл.;922 047,00;961 354,00;-39 307,00;-4,09
594;10;Жилкредит;1736;Москва и обл.;904 219,00;882 380,00;21 839,00;2,48
595;8;Центрально-Азиатский;3037;Хакасия;896 240,00;894 300,00;1 940,00;0,22
596;4;Максима;3379;Москва и обл.;894 908,00;937 861,00;-42 953,00;-4,58
597;2;Си Ди Би Банк;3339;Краснодарский край;889 939,00;944 803,00;-54 864,00;-5,81
598;-6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;873 381,00;1 019 599,00;-146 218,00;-14,34
599;15;Южный Региональный Банк;3015;Ростовская обл.;847 731,00;804 856,00;42 875,00;5,33
600;15;Народный Земельно-Промышленный Банк;2873;Алтайский край;843 895,00;803 770,00;40 125,00;4,99
601;12;Майский;1673;Кабардино-Балкария;839 731,00;805 016,00;34 715,00;4,31
602;4;Эльбин;2267;Дагестан;821 964,00;867 063,00;-45 099,00;-5,20
603;5;Первоуральскбанк;965;Свердловская обл.;809 880,00;836 856,00;-26 976,00;-3,22
604;5;Прохладный;874;Кабардино-Балкария;808 781,00;836 530,00;-27 749,00;-3,32
605;13;Межрегиональный Банк Реконструкции;2620;Москва и обл.;747 139,00;759 637,00;-12 498,00;-1,65
606;6;Славянбанк;804;Новгородская обл.;745 446,00;809 147,00;-63 701,00;-7,87
607;12;Народный Инвестиционный Банк;2876;Самарская обл.;741 701,00;745 718,00;-4 017,00;-0,54
608;-1;АББ;2937;Москва и обл.;740 854,00;838 812,00;-97 958,00;-11,68
609;7;Флора-Москва;533;Москва и обл.;737 520,00;801 037,00;-63 517,00;-7,93
610;11;АлтайБизнес-Банк;2388;Алтайский край;729 491,00;718 600,00;10 891,00;1,52
611;17;АвтоКредитБанк;1973;Татарстан;711 968,00;694 290,00;17 678,00;2,55
612;15;Объединенный Банк Республики;1016;Чувашия;704 789,00;695 105,00;9 684,00;1,39
613;10;Банк РСИ;3415;Москва и обл.;687 915,00;710 079,00;-22 164,00;-3,12
614;10;РусьРегионБанк;685;Москва и обл.;680 124,00;708 380,00;-28 256,00;-3,99
615;5;Уралприватбанк;153;Свердловская обл.;673 366,00;719 392,00;-46 026,00;-6,40
616;14;Вайлдберриз Банк;841;Адыгея;667 695,00;675 592,00;-7 897,00;-1,17
617;12;Балаково-Банк;444;Саратовская обл.;660 156,00;691 093,00;-30 937,00;-4,48
618;8;Терра;3476;Москва и обл.;640 719,00;696 249,00;-55 530,00;-7,98
619;12;Холдинвестбанк;2837;Москва и обл.;627 766,00;669 624,00;-41 858,00;-6,25
620;18;Новокиб;1747;Кемеровская обл.;609 657,00;604 384,00;5 273,00;0,87
621;12;РИТЦ Банк;2677;Карелия;607 965,00;638 815,00;-30 850,00;-4,83
622;0;Геобанк;2027;Москва и обл.;607 659,00;710 167,00;-102 508,00;-14,43
623;13;Гефест;1046;Тверская обл.;606 331,00;617 954,00;-11 623,00;-1,88
624;11;Прокоммерцбанк;2996;Москва и обл.;596 152,00;627 688,00;-31 536,00;-5,02
625;9;Народный Банк Тувы;1309;Тыва;587 115,00;635 381,00;-48 266,00;-7,60
626;15;СМБ-Банк;3504;Санкт-Петербург и обл.;582 531,00;577 074,00;5 457,00;0,95
627;17;РИБ;2749;Москва и обл.;578 855,00;532 055,00;46 800,00;8,80
628;9;Азия Банк;3183;Москва и обл.;575 782,00;605 152,00;-29 370,00;-4,85
629;13;ФинТех;3499;Ярославская обл.;573 240,00;566 118,00;7 122,00;1,26
630;2;Международный Расчетный Банк;3028;Москва и обл.;571 656,00;642 092,00;-70 436,00;-10,97
631;12;Логос;3233;Москва и обл.;538 120,00;552 538,00;-14 418,00;-2,61
632;13;Башпромбанк;1006;Башкортостан;533 009,00;531 843,00;1 166,00;0,22
633;13;Эко-Инвест;3116;Москва и обл.;498 397,00;503 566,00;-5 169,00;-1,03
634;6;Континенталь;3184;Ставропольский край;482 574,00;584 079,00;-101 505,00;-17,38
635;12;Энтузиастбанк;3048;Москва и обл.;475 961,00;482 707,00;-6 746,00;-1,40
636;3;Телекоммерц Банк;3380;Тульская обл.;474 719,00;597 603,00;-122 884,00;-20,56
637;11;Стар Альянс;3433;Москва и обл.;473 323,00;481 639,00;-8 316,00;-1,73
638;15;Интеркоопбанк;2803;Москва и обл.;468 029,00;452 788,00;15 241,00;3,37
639;11;Банк Берейт;3505;Санкт-Петербург и обл.;466 469,00;461 413,00;5 056,00;1,10
640;11;Кредо Финанс;793;Дагестан;462 262,00;459 960,00;2 302,00;0,50
641;11;Таганрогбанк;3136;Ростовская обл.;448 486,00;454 339,00;-5 853,00;-1,29
642;15;Дружба;990;Тюменская обл.;444 803,00;419 717,00;25 086,00;5,98
643;13;ГРиС-Банк;1928;Ставропольский край;428 432,00;430 389,00;-1 957,00;-0,45
644;5;Алжан;2491;Дагестан;427 257,00;461 800,00;-34 543,00;-7,48
645;10;МВС Банк;2407;Дагестан;418 688,00;442 039,00;-23 351,00;-5,28
646;12;Рента-Банк;3095;Москва и обл.;414 272,00;404 699,00;9 573,00;2,37
647;13;Промсвязьинвест;2761;Дагестан;412 412,00;389 534,00;22 878,00;5,87
648;-23;Лидер;3304;Москва и обл.;406 307,00;703 467,00;-297 160,00;-42,24
649;12;Лэнд Кредит;1478;Москва и обл.;400 248,00;387 905,00;12 343,00;3,18
650;9;Информпрогресс;2166;Москва и обл.;393 575,00;401 268,00;-7 693,00;-1,92
651;11;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;387 142,00;387 394,00;-252,00;-0,07
652;15;Тайдон;2085;Кемеровская обл.;376 178,00;357 317,00;18 861,00;5,28
653;38;Моби.Деньги;3523;Москва и обл.;374 646,00;102 021,00;272 625,00;267,22
654;0;Финчер;3486;Москва и обл.;372 593,00;442 152,00;-69 559,00;-15,73
655;14;Олма-Банк;3250;Москва и обл.;366 328,00;352 244,00;14 084,00;4,00
656;22;ИР-Кредит;1724;Москва и обл.;363 584,00;261 466,00;102 118,00;39,06
657;11;Национальный Банк Сбережений;1949;Ивановская обл.;361 167,00;354 205,00;6 962,00;1,97
658;8;НКБ;2942;Москва и обл.;355 828,00;364 910,00;-9 082,00;-2,49
659;6;Альтернатива;3452;Москва и обл.;354 577,00;369 015,00;-14 438,00;-3,91
660;11;Европейский Стандарт;3200;Москва и обл.;349 098,00;345 178,00;3 920,00;1,14
661;25;Деньги.Мэйл.Ру;3511;Москва и обл.;348 610,00;180 944,00;167 666,00;92,66
662;10;Банк Фридом Финанс;1143;Москва и обл.;343 456,00;340 261,00;3 195,00;0,94
663;0;Рунэтбанк;2829;Москва и обл.;343 036,00;374 498,00;-31 462,00;-8,40
664;10;Расчетные Решения;3524;Москва и обл.;339 611,00;306 032,00;33 579,00;10,97
665;8;Северстройбанк;3507;Вологодская обл.;328 023,00;333 316,00;-5 293,00;-1,59
666;-2;Монета.ру;3508;Марий Эл;308 165,00;369 022,00;-60 857,00;-16,49
667;8;Нарат;1902;Саратовская обл.;301 093,00;301 111,00;-18,00;-0,01
668;11;Сетевая Расчетная Палата;3332;Татарстан;283 128,00;230 057,00;53 071,00;23,07
669;1;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;260 872,00;349 223,00;-88 351,00;-25,30
670;12;Инновационный Расчетный Центр;3447;Москва и обл.;233 498,00;215 856,00;17 642,00;8,17
671;17;Единая касса;3512;Москва и обл.;231 579,00;143 969,00;87 610,00;60,85
672;5;Платежи и Расчеты;3324;Самарская обл.;225 593,00;281 176,00;-55 583,00;-19,77
673;3;Русское Финансовое Общество;3427;Москва и обл.;223 785,00;288 142,00;-64 357,00;-22,34
674;7;Континент Финанс;149;Москва и обл.;220 122,00;225 181,00;-5 059,00;-2,25
675;8;Майма;1037;Москва и обл.;206 220,00;212 117,00;-5 897,00;-2,78
676;8;Приполярком;507;Тюменская обл.;198 476,00;204 219,00;-5 743,00;-2,81
677;3;Красноярский Краевой Расчетный Центр;3483;Красноярский край;197 128,00;227 081,00;-29 953,00;-13,19
678;9;Фидбэк;3502;Москва и обл.;165 569,00;161 907,00;3 662,00;2,26
679;6;Электронный платежный сервис;3509;Москва и обл.;163 047,00;186 821,00;-23 774,00;-12,73
680;9;КредитАльянс;3472;Вологодская обл.;111 707,00;137 203,00;-25 496,00;-18,58
681;9;Вест;2605;Москва и обл.;104 699,00;104 738,00;-39,00;-0,04
682;10;Умут;2435;Дагестан;102 007,00;91 293,00;10 714,00;11,74
683;11;Премиум;3514;Москва и обл.;72 991,00;72 991,00;0,00;0
684;9;Единая Расчетная Палата;384;Москва и обл.;65 527,00;76 681,00;-11 154,00;-14,55
685;12;Платежный Клиринговый Дом;3343;Москва и обл.;49 625,00;63 737,00;-14 112,00;-22,14
686;9;Дальний Восток;3318;Приморский край;43 153,00;66 745,00;-23 592,00;-35,35
687;9;Транзит;2688;Дагестан;32 509,00;65 869,00;-33 360,00;-50,65
688;11;21 Век;3309;Санкт-Петербург и обл.;29 438,00;19 349,00;10 089,00;52,14
689;11;АРБ-Инкасс;3353;Москва и обл.;19 310,00;18 760,00;550,00;2,93
690;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;10 793,00;42 003,00;-31 210,00;-74,30
691;10;Интеррасчет;1618;Москва и обл.;5 795,00;8 552,00;-2 757,00;-32,24
692;10;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 139,00;4 409,00;-270,00;-6,12
