Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2017, тыс. рублей;Май, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
534;1;Стар Альянс;3433;Москва и обл.;459 570,00;469 635,00;-10 065,00;-2,14
535;4;Логос;3233;Москва и обл.;448 517,00;459 728,00;-11 211,00;-2,44
536;-6;Геобанк;2027;Москва и обл.;447 327,00;543 971,00;-96 644,00;-17,77
537;0;Жилстройбанк;2769;Москва и обл.;444 013,00;462 530,00;-18 517,00;-4,00
538;4;Деньги.Мэйл.Ру;3511;Москва и обл.;436 233,00;436 233,00;0,00;0
539;5;Рента-Банк;3095;Москва и обл.;435 557,00;420 144,00;15 413,00;3,67
540;0;Эко-Инвест;3116;Москва и обл.;423 703,00;453 040,00;-29 337,00;-6,48
541;4;Объединенная Расчетная Система;3342;Москва и обл.;416 283,00;417 303,00;-1 020,00;-0,24
542;18;Монета.ру;3508;Марий Эл;413 128,00;322 859,00;90 269,00;27,96
543;3;Континенталь;3184;Ставропольский край;412 918,00;414 859,00;-1 941,00;-0,47
544;13;РИБ;2749;Москва и обл.;383 900,00;333 806,00;50 094,00;15,01
545;5;Единая касса;3512;Москва и обл.;382 766,00;382 984,00;-218,00;-0,06
546;5;Тайдон;2085;Кемеровская обл.;380 763,00;379 225,00;1 538,00;0,41
547;2;Альтернатива;3452;Москва и обл.;362 677,00;389 661,00;-26 984,00;-6,92
548;6;Промсвязьинвест;2761;Дагестан;360 972,00;358 855,00;2 117,00;0,59
549;7;Северстройбанк;3507;Вологодская обл.;350 081,00;346 854,00;3 227,00;0,93
550;5;Европейский Стандарт;3200;Москва и обл.;330 907,00;349 313,00;-18 406,00;-5,27
551;8;Лидер;3304;Москва и обл.;313 756,00;325 403,00;-11 647,00;-3,58
552;9;Нарат;1902;Саратовская обл.;306 672,00;304 892,00;1 780,00;0,58
553;9;Рунэтбанк;2829;Москва и обл.;303 849,00;303 634,00;215,00;0,07
554;9;Моби.Деньги;3523;Москва и обл.;281 823,00;281 823,00;0,00;0
555;9;Сетевая Расчетная Палата;3332;Татарстан;253 654,00;253 244,00;410,00;0,16
556;2;Континент Финанс;149;Москва и обл.;216 769,00;325 491,00;-108 722,00;-33,40
557;11;Красноярский Краевой Расчетный Центр;3483;Красноярский край;189 061,00;190 778,00;-1 717,00;-0,90
558;11;Элексир;3533;Москва и обл.;180 377,00;178 936,00;1 441,00;0,81
559;8;Русское Финансовое Общество;3427;Москва и обл.;178 624,00;205 026,00;-26 402,00;-12,88
560;11;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;170 330,00;158 364,00;11 966,00;7,56
561;9;Электронный платежный сервис;3509;Москва и обл.;167 043,00;167 043,00;0,00;0
562;4;Платежи и Расчеты;3324;Самарская обл.;165 723,00;211 575,00;-45 852,00;-21,67
563;9;Премиум;3514;Москва и обл.;151 684,00;151 684,00;0,00;0
564;11;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;137 233,00;100 501,00;36 732,00;36,55
565;8;Фидбэк;3502;Москва и обл.;111 130,00;116 537,00;-5 407,00;-4,64
566;8;Инновационный Расчетный Центр;3447;Москва и обл.;106 321,00;106 930,00;-609,00;-0,57
567;9;Вест;2605;Москва и обл.;99 685,00;98 707,00;978,00;0,99
568;9;Платежный Клиринговый Дом;3343;Москва и обл.;94 563,00;93 663,00;900,00;0,96
569;9;Умут;2435;Дагестан;80 076,00;73 531,00;6 545,00;8,90
570;9;Дальний Восток;3318;Приморский край;53 246,00;54 721,00;-1 475,00;-2,70
571;9;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;40 125,00;22 665,00;17 460,00;77,04
572;9;21 Век;3309;Санкт-Петербург и обл.;22 279,00;22 316,00;-37,00;-0,17
573;9;АРБ-Инкасс;3353;Москва и обл.;18 618,00;19 621,00;-1 003,00;-5,11
