Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2011, тыс. рублей;Декабрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;31;Яринтербанк;2564;Ярославская обл.;1 986 713,00;1 660 238,00;326 475,00;19,66
529;-9;ИК Банк;1732;Татарстан;1 982 622,00;1 951 681,00;30 941,00;1,59
530;-18;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 944 570,00;2 024 186,00;-79 616,00;-3,93
531;-12;Пойдем!;2534;Москва и обл.;1 933 830,00;1 954 413,00;-20 583,00;-1,05
532;-11;Бест Эффортс Банк;435;Москва и обл.;1 933 742,00;1 945 656,00;-11 914,00;-0,61
533;349;РосинтерБанк;226;Москва и обл.;1 929 354,00;358 046,00;1 571 308,00;438,86
534;-12;Донхлеббанк;2285;Ростовская обл.;1 927 012,00;1 945 430,00;-18 418,00;-0,95
535;-11;Кроссинвестбанк;2849;Москва и обл.;1 920 189,00;1 930 587,00;-10 398,00;-0,54
536;-8;Россита-Банк;3257;Москва и обл.;1 919 865,00;1 853 481,00;66 384,00;3,58
537;-1;Мосуралбанк;2468;Москва и обл.;1 915 569,00;1 797 530,00;118 039,00;6,57
538;-7;Балтика;967;Санкт-Петербург и обл.;1 908 031,00;1 827 168,00;80 863,00;4,43
539;13;Профессионал Банк;2471;Москва и обл.;1 903 141,00;1 701 034,00;202 107,00;11,88
540;52;Юнистрим;3467;Москва и обл.;1 879 192,00;1 506 179,00;373 013,00;24,77
541;-6;Стелла-Банк;2948;Ростовская обл.;1 869 829,00;1 807 534,00;62 295,00;3,45
542;9;Банк Пермь;875;Пермская обл.;1 867 360,00;1 712 696,00;154 664,00;9,03
543;50;Таатта;1249;Саха (Якутия);1 840 506,00;1 502 512,00;337 994,00;22,50
544;-17;Компания Розничного Кредитования;3385;Москва и обл.;1 840 486,00;1 912 388,00;-71 902,00;-3,76
545;0;Венец;524;Ульяновская обл.;1 830 664,00;1 733 601,00;97 063,00;5,60
546;-12;ФорБанк;2063;Алтайский край;1 829 498,00;1 813 374,00;16 124,00;0,89
547;-37;Мой Банк. Ипотека;2436;Башкортостан;1 821 589,00;2 068 505,00;-246 916,00;-11,94
548;57;Эсидбанк;1991;Дагестан;1 811 429,00;1 413 344,00;398 085,00;28,17
549;-6;Форус Банк;3457;Нижегородская обл.;1 804 953,00;1 740 995,00;63 958,00;3,67
550;4;Вэлтон Банк;1105;Белгородская обл.;1 792 379,00;1 692 171,00;100 208,00;5,92
551;-2;Северный Кредит;2398;Вологодская обл.;1 791 834,00;1 717 017,00;74 817,00;4,36
552;13;Ренессанс;1939;Москва и обл.;1 788 883,00;1 621 600,00;167 283,00;10,32
553;0;Костромаселькомбанк;1115;Костромская обл.;1 784 818,00;1 692 851,00;91 967,00;5,43
554;-12;Выборг-Банк;720;Санкт-Петербург и обл.;1 784 759,00;1 744 009,00;40 750,00;2,34
555;-9;Сберинвестбанк;1743;Свердловская обл.;1 778 288,00;1 731 310,00;46 978,00;2,71
556;5;Гринфилдбанк;2711;Москва и обл.;1 769 483,00;1 655 942,00;113 541,00;6,86
557;-2;Липецкий Областной Банк;1794;Липецкая обл.;1 766 722,00;1 690 667,00;76 055,00;4,50
558;-8;Межрегионбанк;1059;Москва и обл.;1 763 377,00;1 714 747,00;48 630,00;2,84
559;-19;Кросна-Банк;2607;Москва и обл.;1 757 294,00;1 764 572,00;-7 278,00;-0,41
560;-57;Новый Век;3417;Москва и обл.;1 756 788,00;2 137 203,00;-380 415,00;-17,80
561;-22;Братский АНКБ;1144;Иркутская обл.;1 741 454,00;1 776 198,00;-34 744,00;-1,96
562;-120;Новокиб;1747;Кемеровская обл.;1 728 317,00;2 765 189,00;-1 036 872,00;-37,50
563;28;Банк ИТБ;3128;Москва и обл.;1 724 489,00;1 509 919,00;214 570,00;14,21
564;7;Развитие;2729;Карачаево-Черкесия;1 723 755,00;1 569 863,00;153 892,00;9,80
565;-21;Мегаполис;3265;Чувашия;1 722 577,00;1 740 985,00;-18 408,00;-1,06
566;6;Иваново;1763;Ивановская обл.;1 714 939,00;1 569 803,00;145 136,00;9,25
567;0;Резерв;2364;Челябинская обл.;1 684 789,00;1 607 378,00;77 411,00;4,82
568;6;Владпромбанк;870;Владимирская обл.;1 682 127,00;1 564 685,00;117 442,00;7,51
569;-7;Газнефтьбанк;3223;Саратовская обл.;1 680 199,00;1 646 860,00;33 339,00;2,02
570;-33;МФБанк;3163;Москва и обл.;1 678 688,00;1 795 557,00;-116 869,00;-6,51
571;12;Кубанский Универсальный Банк;2898;Краснодарский край;1 677 602,00;1 545 324,00;132 278,00;8,56
572;-31;Фольксваген Банк Рус;3500;Москва и обл.;1 669 393,00;1 747 362,00;-77 969,00;-4,46
573;3;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 667 763,00;1 561 775,00;105 988,00;6,79
574;80;Далетбанк;3049;Москва и обл.;1 664 352,00;1 155 946,00;508 406,00;43,98
575;4;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 661 928,00;1 553 145,00;108 783,00;7,00
576;-8;РСКБ;2050;Москва и обл.;1 658 721,00;1 602 451,00;56 270,00;3,51
577;-19;Банк Реалист;2646;Москва и обл.;1 650 414,00;1 664 634,00;-14 220,00;-0,85
578;-5;Соколовский;2830;Москва и обл.;1 636 943,00;1 567 342,00;69 601,00;4,44
579;22;Нальчик;695;Кабардино-Балкария;1 633 778,00;1 433 330,00;200 448,00;13,98
580;59;Инвестиционный Союз;637;Москва и обл.;1 625 752,00;1 238 717,00;387 035,00;31,24
581;-80;Смартбанк;3408;Москва и обл.;1 618 949,00;2 154 068,00;-535 119,00;-24,84
582;-35;РЕСО Кредит;3450;Москва и обл.;1 617 754,00;1 728 960,00;-111 206,00;-6,43
583;-20;Еврокоммерц;1777;Москва и обл.;1 605 192,00;1 646 564,00;-41 372,00;-2,51
584;-4;Новация;840;Адыгея;1 598 037,00;1 550 597,00;47 440,00;3,06
585;-4;Ринвестбанк;3262;Рязанская обл.;1 586 995,00;1 547 727,00;39 268,00;2,54
586;-2;Межтрастбанк;2493;Москва и обл.;1 582 790,00;1 543 213,00;39 577,00;2,56
587;33;Татсоцбанк;480;Татарстан;1 572 747,00;1 327 266,00;245 481,00;18,50
588;-18;Уралфинанс;1370;Свердловская обл.;1 559 121,00;1 577 916,00;-18 795,00;-1,19
589;-7;Уральский Трастовый Банк;2523;Удмуртия;1 552 300,00;1 547 061,00;5 239,00;0,34
590;-12;Йошкар-Ола;2802;Марий Эл;1 550 385,00;1 553 485,00;-3 100,00;-0,20
591;16;Современные Стандарты Бизнеса;3397;Москва и обл.;1 546 789,00;1 403 015,00;143 774,00;10,25
592;12;Банк РМП;2574;Москва и обл.;1 546 370,00;1 417 948,00;128 422,00;9,06
593;7;Мобилбанк;532;Удмуртия;1 543 368,00;1 438 227,00;105 141,00;7,31
594;-5;Радиотехбанк;1166;Нижегородская обл.;1 542 523,00;1 521 351,00;21 172,00;1,39
595;-5;КОР;2148;Волгоградская обл.;1 542 510,00;1 512 214,00;30 296,00;2,00
596;-9;Национальный Корпоративный Банк;3422;Москва и обл.;1 532 858,00;1 527 691,00;5 167,00;0,34
597;12;Викинг;2;Санкт-Петербург и обл.;1 522 290,00;1 394 333,00;127 957,00;9,18
598;40;Финансово-Промышленный Капитал;3295;Москва и обл.;1 515 799,00;1 246 491,00;269 308,00;21,61
599;4;Дом-Банк;3209;Москва и обл.;1 515 033,00;1 418 335,00;96 698,00;6,82
600;-36;Объединенный Резервный Банк;937;Москва и обл.;1 508 505,00;1 642 048,00;-133 543,00;-8,13
601;-32;Интеркапитал-Банк;2706;Мордовия;1 505 261,00;1 583 935,00;-78 674,00;-4,97
602;-16;Приско Капитал Банк;2537;Москва и обл.;1 494 241,00;1 533 532,00;-39 291,00;-2,56
603;48;Азимут;3154;Москва и обл.;1 493 441,00;1 176 919,00;316 522,00;26,89
604;-27;Михайловский ПЖСБ;2961;Волгоградская обл.;1 491 296,00;1 558 397,00;-67 101,00;-4,31
605;3;Мираф-Банк;2244;Омская обл.;1 481 912,00;1 400 083,00;81 829,00;5,84
606;-10;Саратов;330;Саратовская обл.;1 478 666,00;1 477 526,00;1 140,00;0,08
607;8;Банк МБФИ;2073;Москва и обл.;1 475 847,00;1 356 056,00;119 791,00;8,83
608;2;Земкомбанк;574;Ростовская обл.;1 474 300,00;1 390 237,00;84 063,00;6,05
609;2;Пульс Столицы;3002;Москва и обл.;1 473 119,00;1 389 917,00;83 202,00;5,99
610;-8;Спиритбанк;2053;Тульская обл.;1 468 698,00;1 432 575,00;36 123,00;2,52
611;-16;Регион;233;Ярославская обл.;1 462 428,00;1 496 459,00;-34 031,00;-2,27
612;-18;Зираат Банк;2559;Москва и обл.;1 462 361,00;1 497 973,00;-35 612,00;-2,38
613;220;Витязь;2890;Москва и обл.;1 460 182,00;496 880,00;963 302,00;193,87
614;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 455 920,00;1 343 219,00;112 701,00;8,39
615;-9;Татагропромбанк;728;Татарстан;1 454 149,00;1 408 978,00;45 171,00;3,21
616;-28;Спутник;1071;Оренбургская обл.;1 451 418,00;1 523 191,00;-71 773,00;-4,71
617;28;УМ-Банк;1441;Свердловская обл.;1 445 892,00;1 217 128,00;228 764,00;18,80
618;-19;Контраст-Банк;2857;Москва и обл.;1 440 509,00;1 468 947,00;-28 438,00;-1,94
619;-44;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 438 501,00;1 564 340,00;-125 839,00;-8,04
620;-4;Приобье;537;Тюменская обл.;1 424 452,00;1 345 119,00;79 333,00;5,90
621;27;С банк;2581;Москва и обл.;1 417 066,00;1 203 019,00;214 047,00;17,79
622;-4;Владбизнесбанк;903;Владимирская обл.;1 405 868,00;1 342 825,00;63 043,00;4,69
623;-1;Столичный Кредит;2853;Москва и обл.;1 401 074,00;1 309 665,00;91 409,00;6,98
624;35;Златкомбанк;568;Москва и обл.;1 398 314,00;1 127 277,00;271 037,00;24,04
625;-11;Национальный Банк Сбережений;1949;Ивановская обл.;1 391 760,00;1 364 834,00;26 926,00;1,97
626;-5;Вологдабанк;992;Вологодская обл.;1 384 557,00;1 320 258,00;64 299,00;4,87
627;79;Республиканский Кредитный Альянс;3017;Москва и обл.;1 382 438,00;901 522,00;480 916,00;53,34
628;-30;Объединенный Банк Республики;1016;Чувашия;1 374 407,00;1 469 249,00;-94 842,00;-6,46
629;-2;Охотный Ряд;3375;Москва и обл.;1 363 961,00;1 294 690,00;69 271,00;5,35
630;-18;Новое Время;3492;Москва и обл.;1 363 227,00;1 385 517,00;-22 290,00;-1,61
631;-2;УИК-Банк;1300;Челябинская обл.;1 353 263,00;1 285 105,00;68 158,00;5,30
632;154;Центрально-Азиатский;3037;Хакасия;1 353 143,00;644 226,00;708 917,00;110,04
633;8;Холмск;503;Сахалинская обл.;1 350 540,00;1 236 508,00;114 032,00;9,22
634;-9;Ваш Личный Банк;1222;Иркутская обл.;1 344 510,00;1 304 984,00;39 526,00;3,03
635;-7;Нарат;1902;Саратовская обл.;1 329 798,00;1 293 517,00;36 281,00;2,80
636;61;Местный Кредит;3370;Москва и обл.;1 329 532,00;942 998,00;386 534,00;40,99
637;-1;Старооскольский Агропромбанк;1050;Белгородская обл.;1 327 358,00;1 260 477,00;66 881,00;5,31
638;17;Консервативный Коммерческий Банк;1087;Астраханская обл.;1 325 004,00;1 155 576,00;169 428,00;14,66
639;25;Великие Луки Банк;598;Псковская обл.;1 322 370,00;1 096 096,00;226 274,00;20,64
640;-14;Тандем;1951;Москва и обл.;1 315 566,00;1 300 899,00;14 667,00;1,13
641;-17;Навигатор;2469;Москва и обл.;1 314 408,00;1 307 098,00;7 310,00;0,56
642;0;Элита;1399;Калужская обл.;1 309 930,00;1 227 596,00;82 334,00;6,71
643;-8;Бенифит-Банк;3229;Москва и обл.;1 308 972,00;1 265 975,00;42 997,00;3,40
644;-25;Единственный;3187;Москва и обл.;1 304 596,00;1 334 152,00;-29 556,00;-2,22
645;-14;Интеркоопбанк;2803;Москва и обл.;1 283 615,00;1 279 356,00;4 259,00;0,33
646;-23;Русский Трастовый Банк;1139;Москва и обл.;1 280 640,00;1 307 841,00;-27 201,00;-2,08
647;32;Диг-Банк;2423;Северная Осетия — Алания;1 275 309,00;1 018 101,00;257 208,00;25,26
648;-15;Рабобанк;3488;Москва и обл.;1 273 854,00;1 277 765,00;-3 911,00;-0,31
649;-17;Нерюнгрибанк;825;Саха (Якутия);1 270 759,00;1 278 471,00;-7 712,00;-0,60
650;38;ИпоТек Банк — Северо-Западный филиал;0;Россия;1 262 729,00;979 065,00;283 664,00;28,97
651;19;Башпромбанк;1006;Башкортостан;1 255 808,00;1 050 881,00;204 927,00;19,50
652;176;Славянбанк;804;Новгородская обл.;1 246 260,00;515 818,00;730 442,00;141,61
653;114;Арсенал;3000;Москва и обл.;1 244 116,00;705 027,00;539 089,00;76,46
654;-11;БСТ-Банк;2883;Кемеровская обл.;1 244 010,00;1 225 824,00;18 186,00;1,48
655;3;Геленджик-Банк;790;Краснодарский край;1 242 741,00;1 149 388,00;93 353,00;8,12
656;-10;Арт-Банк;2779;Северная Осетия — Алания;1 242 319,00;1 210 725,00;31 594,00;2,61
657;6;Новый Промышленный Банк;930;Москва и обл.;1 238 981,00;1 098 914,00;140 067,00;12,75
658;-5;Екатерининский;2167;Москва и обл.;1 235 252,00;1 161 854,00;73 398,00;6,32
659;-74;Сервис Резерв;2034;Москва и обл.;1 227 495,00;1 533 883,00;-306 388,00;-19,97
660;14;Эльбин;2267;Дагестан;1 225 028,00;1 025 861,00;199 167,00;19,41
661;-17;Богородский;1277;Нижегородская обл.;1 224 337,00;1 221 306,00;3 031,00;0,25
662;38;Металлург;2877;Москва и обл.;1 223 060,00;926 680,00;296 380,00;31,98
663;36;Арксбанк;1868;Москва и обл.;1 222 322,00;927 131,00;295 191,00;31,84
664;-27;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 210 916,00;1 258 366,00;-47 450,00;-3,77
665;-9;Приполярком;507;Тюменская обл.;1 204 974,00;1 154 023,00;50 951,00;4,42
666;-32;Пурпе;709;Тюменская обл.;1 203 110,00;1 270 547,00;-67 437,00;-5,31
667;31;Торговый Городской Банк;3180;Тверская обл.;1 199 195,00;929 929,00;269 266,00;28,96
668;-38;Яндекс Банк;3027;Москва и обл.;1 193 193,00;1 282 964,00;-89 771,00;-7,00
669;-29;Эргобанк;2856;Москва и обл.;1 191 850,00;1 236 583,00;-44 733,00;-3,62
670;-3;Сембанк;2606;Москва и обл.;1 187 577,00;1 072 090,00;115 487,00;10,77
671;66;КИП-Банк;2843;Москва и обл.;1 167 422,00;796 921,00;370 501,00;46,49
672;13;Флора-Москва;533;Москва и обл.;1 166 423,00;994 145,00;172 278,00;17,33
673;11;Регионфинансбанк;3357;Москва и обл.;1 159 476,00;994 940,00;164 536,00;16,54
674;-24;Новый Кредитный Союз;3139;Москва и обл.;1 157 359,00;1 188 208,00;-30 849,00;-2,60
675;-15;РТС-Банк;3401;Самарская обл.;1 156 123,00;1 107 821,00;48 302,00;4,36
676;29;Риал-Кредит;3393;Москва и обл.;1 154 628,00;903 690,00;250 938,00;27,77
677;-6;Трастовый Республиканский Банк;3404;Москва и обл.;1 139 264,00;1 050 828,00;88 436,00;8,42
678;-17;Метрополь;1639;Москва и обл.;1 110 725,00;1 105 366,00;5 359,00;0,48
679;-17;ГринКомБанк;1184;Иркутская обл.;1 106 160,00;1 099 542,00;6 618,00;0,60
680;21;Унифондбанк;3416;Москва и обл.;1 103 099,00;917 202,00;185 897,00;20,27
681;-12;Богородский Муниципальный Банк;2992;Москва и обл.;1 097 075,00;1 052 930,00;44 145,00;4,19
682;-5;Промсельхозбанк;538;Москва и обл.;1 096 133,00;1 020 817,00;75 316,00;7,38
683;149;Рапида;3371;Москва и обл.;1 093 469,00;501 941,00;591 528,00;117,85
684;-18;Бумеранг;1002;Вологодская обл.;1 081 357,00;1 081 751,00;-394,00;-0,04
685;44;Апабанк;2404;Москва и обл.;1 071 537,00;829 963,00;241 574,00;29,11
686;47;Примтеркомбанк;21;Приморский край;1 065 770,00;817 800,00;247 970,00;30,32
687;114;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 063 588,00;593 251,00;470 337,00;79,28
688;-6;Радиан;1675;Иркутская обл.;1 061 635,00;1 001 001,00;60 634,00;6,06
689;95;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 052 628,00;645 749,00;406 879,00;63,01
690;0;Народный Доверительный Банк;2374;Москва и обл.;1 047 876,00;974 052,00;73 824,00;7,58
691;47;Кемсоцинбанк;96;Кемеровская обл.;1 046 867,00;788 118,00;258 749,00;32,83
692;33;Сталь Банк;2248;Москва и обл.;1 041 940,00;846 215,00;195 725,00;23,13
693;1;Московский Вексельный Банк;2697;Москва и обл.;1 041 800,00;951 823,00;89 977,00;9,45
694;28;Военно-Промышленный Банк;3065;Москва и обл.;1 040 915,00;860 567,00;180 348,00;20,96
695;76;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 040 549,00;687 737,00;352 812,00;51,30
696;86;Финчер;3486;Москва и обл.;1 028 921,00;651 109,00;377 812,00;58,03
697;-29;Байкалкредобанк;2990;Иркутская обл.;1 028 795,00;1 058 182,00;-29 387,00;-2,78
698;-15;Калуга;1151;Калужская обл.;1 026 858,00;998 532,00;28 326,00;2,84
699;19;Агора;3231;Москва и обл.;1 019 323,00;869 795,00;149 528,00;17,19
700;-35;Рублевский;2192;Москва и обл.;1 014 512,00;1 085 071,00;-70 559,00;-6,50
701;6;Аскания Траст;286;Москва и обл.;1 009 652,00;901 229,00;108 423,00;12,03
702;-9;Проинвестбанк;784;Пермская обл.;1 006 999,00;954 256,00;52 743,00;5,53
703;131;Мострансбанк;2258;Москва и обл.;1 005 134,00;492 955,00;512 179,00;103,90
704;-31;Инбанк;1829;Москва и обл.;1 000 541,00;1 026 403,00;-25 862,00;-2,52
705;-29;Тексбанк;2756;Карачаево-Черкесия;995 858,00;1 021 822,00;-25 964,00;-2,54
706;21;Руна-Банк;3207;Москва и обл.;992 861,00;840 103,00;152 758,00;18,18
707;-21;Дон-Тексбанк;1818;Ростовская обл.;992 013,00;993 948,00;-1 935,00;-0,19
708;-36;Евразийский Банк;969;Забайкальский край;991 595,00;1 027 279,00;-35 684,00;-3,47
709;4;Межрегиональный Клиринговый Банк;2543;Москва и обл.;989 342,00;885 262,00;104 080,00;11,76
710;-15;Саммит Банк;85;Приморский край;985 943,00;948 363,00;37 580,00;3,96
711;-36;Русский Национальный Банк;469;Ростовская обл.;977 040,00;1 023 056,00;-46 016,00;-4,50
712;-21;Ноосфера;2650;Республика Алтай;974 483,00;963 014,00;11 469,00;1,19
713;-24;Жилкредит;1736;Москва и обл.;972 297,00;978 145,00;-5 848,00;-0,60
714;-4;Стройиндбанк;155;Москва и обл.;972 060,00;891 560,00;80 500,00;9,03
715;-7;Церих;2627;Москва и обл.;965 915,00;898 835,00;67 080,00;7,46
716;15;Содружество;2923;Москва и обл.;965 599,00;828 495,00;137 104,00;16,55
717;3;Майкопбанк;1136;Адыгея;962 356,00;865 819,00;96 537,00;11,15
718;-38;Крона-Банк;2499;Иркутская обл.;957 682,00;1 011 564,00;-53 882,00;-5,33
719;-8;Вэлкомбанк;589;Ставропольский край;957 162,00;888 621,00;68 541,00;7,71
720;-33;Сибэс;208;Омская обл.;953 863,00;991 913,00;-38 050,00;-3,84
721;7;Анелик РУ;3443;Москва и обл.;935 271,00;830 938,00;104 333,00;12,56
722;-20;Синергия;2884;Саратовская обл.;918 207,00;908 895,00;9 312,00;1,02
723;-9;Тайм Банк;3120;Москва и обл.;913 962,00;883 591,00;30 371,00;3,44
724;-7;Онего;2484;Карелия;905 702,00;873 021,00;32 681,00;3,74
725;84;Агроинкомбанк;1946;Астраханская обл.;901 032,00;556 668,00;344 364,00;61,86
726;-22;Алтынбанк;2070;Татарстан;896 623,00;904 874,00;-8 251,00;-0,91
727;7;Верхневолжский;1084;Ярославская обл.;894 117,00;816 844,00;77 273,00;9,46
728;-19;Банкирский Дом;2928;Санкт-Петербург и обл.;892 936,00;896 316,00;-3 380,00;-0,38
729;14;Максима;3379;Москва и обл.;887 764,00;774 645,00;113 119,00;14,60
730;-27;Северинвестбанк;2264;Белгородская обл.;887 517,00;907 082,00;-19 565,00;-2,16
731;4;Спецстройбанк;236;Москва и обл.;885 807,00;815 244,00;70 563,00;8,66
732;-16;Первоуральскбанк;965;Свердловская обл.;884 316,00;873 876,00;10 440,00;1,19
733;-41;Сельмашбанк;106;Ростовская обл.;882 638,00;959 368,00;-76 730,00;-8,00
734;130;Международный Расчетный Банк;3028;Москва и обл.;879 476,00;399 599,00;479 877,00;120,09
735;-20;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;877 918,00;878 159,00;-241,00;-0,03
736;-15;Финанс Бизнес Банк;520;Краснодарский край;874 109,00;863 883,00;10 226,00;1,18
737;-25;Одинбанк;3197;Москва и обл.;872 653,00;885 416,00;-12 763,00;-1,44
738;-14;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;869 548,00;846 886,00;22 662,00;2,68
739;19;Объединенный Капитал;2611;Санкт-Петербург и обл.;862 895,00;730 210,00;132 685,00;18,17
740;14;Балаково-Банк;444;Саратовская обл.;860 205,00;746 394,00;113 811,00;15,25
741;-18;Первый Дортрансбанк;3271;Кировская обл.;854 454,00;855 794,00;-1 340,00;-0,16
742;-46;Кредитимпэкс Банк;2037;Москва и обл.;854 138,00;944 508,00;-90 370,00;-9,57
743;-24;БВА Банк;1684;Москва и обл.;853 823,00;868 971,00;-15 148,00;-1,74
744;-2;ЕАТП Банк;1765;Астраханская обл.;851 513,00;776 383,00;75 130,00;9,68
745;-15;Канский;860;Красноярский край;846 717,00;828 513,00;18 204,00;2,20
746;0;Эко-Инвест;3116;Москва и обл.;842 952,00;768 425,00;74 527,00;9,70
747;12;Далена Банк;1948;Москва и обл.;841 313,00;723 499,00;117 814,00;16,28
748;7;Кетовский Коммерческий Банк;842;Курганская обл.;836 351,00;746 130,00;90 221,00;12,09
749;8;Инвест-Экобанк;1956;Санкт-Петербург и обл.;831 648,00;737 415,00;94 233,00;12,78
750;-1;Аделантбанк;1835;Москва и обл.;818 294,00;763 349,00;54 945,00;7,20
751;-3;Бузулукбанк;1282;Оренбургская обл.;813 330,00;766 277,00;47 053,00;6,14
752;43;Москва;1661;Москва и обл.;806 975,00;606 190,00;200 785,00;33,12
753;-21;Почта Банк;650;Брянская обл.;795 352,00;819 294,00;-23 942,00;-2,92
754;-14;Динамичные Системы;3439;Москва и обл.;787 221,00;783 063,00;4 158,00;0,53
755;6;Смолевич;1121;Смоленская обл.;785 537,00;716 429,00;69 108,00;9,65
756;-12;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;783 528,00;774 278,00;9 250,00;1,19
757;-7;Булгар Банк;1917;Татарстан;780 660,00;762 364,00;18 296,00;2,40
758;-5;Трансэнергобанк;3106;Дагестан;763 691,00;756 603,00;7 088,00;0,94
759;9;Почтобанк;1788;Пермская обл.;759 657,00;701 266,00;58 391,00;8,33
760;67;Коммерческий Банк Развития;3364;Москва и обл.;759 468,00;516 477,00;242 991,00;47,05
761;16;МТИ Банк;1052;Москва и обл.;758 199,00;670 606,00;87 593,00;13,06
762;-10;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;748 350,00;756 708,00;-8 358,00;-1,10
763;0;Месед;184;Дагестан;746 800,00;714 251,00;32 549,00;4,56
764;6;Конфидэнс Банк;970;Костромская обл.;745 912,00;688 327,00;57 585,00;8,37
765;34;Кодекс;2746;Москва и обл.;745 651,00;595 057,00;150 594,00;25,31
766;9;Объединенный Кредитный Банк;1118;Владимирская обл.;739 475,00;678 275,00;61 200,00;9,02
767;-110;Жилстройбанк;2769;Москва и обл.;736 610,00;1 153 608,00;-416 998,00;-36,15
768;10;Симбирск;653;Ульяновская обл.;725 354,00;670 490,00;54 864,00;8,18
769;-24;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;723 096,00;771 974,00;-48 878,00;-6,33
770;46;Бизнес для Бизнеса;1060;Чувашия;716 011,00;545 980,00;170 031,00;31,14
771;10;Тетраполис;1586;Санкт-Петербург и обл.;714 556,00;652 826,00;61 730,00;9,46
772;16;РФИ Банк;3351;Москва и обл.;713 618,00;638 138,00;75 480,00;11,83
773;-8;Химик;1114;Нижегородская обл.;704 924,00;706 392,00;-1 468,00;-0,21
774;-14;Турбобанк;3203;Санкт-Петербург и обл.;702 079,00;716 531,00;-14 452,00;-2,02
775;10;Ратибор-Банк;2174;Москва и обл.;696 153,00;644 346,00;51 807,00;8,04
776;-40;Неополис-Банк;2809;Москва и обл.;689 902,00;800 913,00;-111 011,00;-13,86
777;23;Атлас Банк;3477;Москва и обл.;685 219,00;594 736,00;90 483,00;15,21
778;16;Прайм Финанс;2758;Санкт-Петербург и обл.;677 809,00;609 822,00;67 987,00;11,15
779;-17;Финарс Банк;2938;Москва и обл.;676 926,00;716 394,00;-39 468,00;-5,51
780;9;Кредит Экспресс;3186;Ростовская обл.;670 653,00;636 200,00;34 453,00;5,42
781;-15;Ресурс-Траст;3122;Москва и обл.;670 303,00;706 096,00;-35 793,00;-5,07
782;-133;Вестинтербанк;3398;Москва и обл.;668 327,00;1 202 644,00;-534 317,00;-44,43
783;87;Идеалбанк;3491;Москва и обл.;658 427,00;382 529,00;275 898,00;72,12
784;-10;Взаимодействие;1704;Новосибирская обл.;651 790,00;679 411,00;-27 621,00;-4,07
785;-5;Курган;2568;Курганская обл.;648 252,00;658 123,00;-9 871,00;-1,50
786;19;Камчатка;2966;Камчатская обл.;643 908,00;581 071,00;62 837,00;10,81
787;69;Сунжа;2023;Ингушетия;642 996,00;432 118,00;210 878,00;48,80
788;-19;РусьРегионБанк;685;Москва и обл.;635 163,00;692 839,00;-57 676,00;-8,32
789;8;Центр Межбанковских Расчетов;3400;Москва и обл.;630 617,00;595 979,00;34 638,00;5,81
790;-3;Русский Банк Сбережений;779;Ставропольский край;630 326,00;642 822,00;-12 496,00;-1,94
791;0;Арзамас;1281;Нижегородская обл.;630 213,00;622 979,00;7 234,00;1,16
792;51;Ауэрбанк;3105;Москва и обл.;629 764,00;460 794,00;168 970,00;36,67
793;44;Ростфинанс;481;Ростовская обл.;628 743,00;482 800,00;145 943,00;30,23
794;-2;Региональный Банк Сбережений;3367;Москва и обл.;628 459,00;622 129,00;6 330,00;1,02
795;7;Акцент;696;Оренбургская обл.;626 839,00;593 162,00;33 677,00;5,68
796;-32;Центрально-Европейский Банк;2670;Москва и обл.;624 628,00;711 142,00;-86 514,00;-12,17
797;24;Кутузовский;3190;Москва и обл.;622 617,00;533 995,00;88 622,00;16,60
798;15;Межбанковский Расчетный Центр;3325;Приморский край;619 917,00;552 360,00;67 557,00;12,23
799;-60;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;619 833,00;785 047,00;-165 214,00;-21,05
800;15;Вакобанк;1291;Псковская обл.;619 514,00;549 597,00;69 917,00;12,72
801;13;Космос;2245;Москва и обл.;618 850,00;551 415,00;67 435,00;12,23
802;46;Мурманский Расчетный Центр;3341;Мурманская обл.;611 931,00;450 659,00;161 272,00;35,79
803;9;Кузбассхимбанк;2868;Кемеровская обл.;608 780,00;555 154,00;53 626,00;9,66
804;35;Расчетный Дом;3350;Москва и обл.;607 858,00;467 640,00;140 218,00;29,98
805;-29;Народный Банк;2249;Карачаево-Черкесия;606 292,00;675 075,00;-68 783,00;-10,19
